page_url,hijri_year,hijri_month_name,section_type,gregorian_date,country,city,province,obs_time_text,obs_relative_to_sunset,seen_any,seen_naked_eye,seen_binocular,seen_telescope,seen_camera,attempted_naked_eye,attempted_binocular,attempted_telescope,attempted_camera,sky_cloud_text,weather_text,raw_text,comment_text
https://astronomycenter.net/icop/muh47.html,,,first_crescent,الأربعاء 25 يونيو 2025,إيران,Shahreza,Isfahan,بعد غروب الشمس,after_sunset,False,,False,,,False,True,False,False,صافية,مغبرة أو ضباب,"1 . وقت الرصد: بعد غروب الشمس . لم تتم رؤية الهلال : ذكر عضو المشروع السيد حسين جانقربانی من مدينة Shahreza في محافظة Isfahan ان السماء (نسبة الغيم) كانت صافية والحالة الجوية كانت مغبرة أو ضباب ولم يتم تحري الهلال بالعين المجردة ولم تتم رؤية الهلال بالمنظار ولم يتم تحري الهلال بالمرقب ولم يتم تحري الهلال باستخدام الكاميرا وقال عضو المشروع السيد حسين جانقربانی ""In the name of God , Muharram Crescent Observation Report: The Astronomy and Geophysics Center of Shahreza – The Crescent Association of Shahreza Report by: Hossein Janghorbani (NajmoSepehr-Sadrolmonajjemin) – Manager of Shahreza Crescent Association and Red Crescent’s Astronomy and Geophysics Center , Date: Wedensday, 06/25/2025 Location: Damzad foothills in the East of Shahreza (latitude: 32 00 N, longitude: 51 52 E, elevation: 1825m from sea level, time zone: +3.5 GMT) , Equipments: Two set of 15*70 binoculars, One compass. Atmospheric condition: Hazy Horizon obstacles: about 1° , Apparent Sunset: 19:05 , Results: Moon crescent was not seen by binocular. Observers: 1.Sayed Hossein Navabi 2.Ali Janghorbani 3.Hossein Janghorbani 4.Be Yade Shadravan Banoo Zahra Fallahi""","In the name of God , Muharram Crescent Observation Report: The Astronomy and Geophysics Center of Shahreza – The Crescent Association of Shahreza Report by: Hossein Janghorbani (NajmoSepehr-Sadrolmonajjemin) – Manager of Shahreza Crescent Association and Red Crescent’s Astronomy and Geophysics Center , Date: Wedensday, 06/25/2025 Location: Damzad foothills in the East of Shahreza (latitude: 32 00 N, longitude: 51 52 E, elevation: 1825m from sea level, time zone: +3.5 GMT) , Equipments: Two set of 15*70 binoculars, One compass. Atmospheric condition: Hazy Horizon obstacles: about 1° , Apparent Sunset: 19:05 , Results: Moon crescent was not seen by binocular. Observers: 1.Sayed Hossein Navabi 2.Ali Janghorbani 3.Hossein Janghorbani 4.Be Yade Shadravan Banoo Zahra Fallahi"
https://astronomycenter.net/icop/muh47.html,,,first_crescent,الأربعاء 25 يونيو 2025,تونس,المهدية,المهدية,بعد غروب الشمس,after_sunset,False,,,,,False,False,False,False,غائمة جزئيا,مغبرة جدا أو ضباب كثيف,"1 . وقت الرصد: بعد غروب الشمس . لم تتم رؤية الهلال : ذكر عضو المشروع السيد ناصر بربورة من مدينة المهدية في محافظة المهدية ان السماء (نسبة الغيم) كانت غائمة جزئيا والحالة الجوية كانت مغبرة جدا أو ضباب كثيف ولم يتم تحري الهلال بالعين المجردة ولم يتم تحري الهلال بالمنظار ولم يتم تحري الهلال بالمرقب ولم يتم تحري الهلال باستخدام الكاميرا وقال عضو المشروع السيد ناصر بربورة ""لم اتمكن من رصد هلال شهر محرم 1447 نظرا لكثرة الضباب جراء ارتفاع نسبة الرطوبة """,لم اتمكن من رصد هلال شهر محرم 1447 نظرا لكثرة الضباب جراء ارتفاع نسبة الرطوبة
https://astronomycenter.net/icop/muh47.html,,,first_crescent,الأربعاء 25 يونيو 2025,فلسطين,ديربلوط,سلفيت,بعد غروب الشمس,after_sunset,False,False,,,,True,False,False,False,غائمة جزئيا,صافية,1 . وقت الرصد: بعد غروب الشمس . لم تتم رؤية الهلال : ذكر عضو المشروع السيد محمود عبد الجواد من مدينة ديربلوط في محافظة سلفيت ان السماء (نسبة الغيم) كانت غائمة جزئيا والحالة الجوية كانت صافية ولم تتم رؤية الهلال بالعين المجردة ولم يتم تحري الهلال بالمنظار ولم يتم تحري الهلال بالمرقب ولم يتم تحري الهلال باستخدام الكاميرا,
https://astronomycenter.net/icop/muh47.html,,,first_crescent,الأربعاء 25 يونيو 2025,ليبيا,طرابلس,المنطقة الغربية,بعد غروب الشمس,after_sunset,False,False,False,False,False,True,True,True,True,صافية,صافية,"1 . وقت الرصد: بعد غروب الشمس . لم تتم رؤية الهلال : ذكر عضو المشروع الدكتور عبد الغني بن سعيدان من مدينة طرابلس في محافظة المنطقة الغربية ان السماء (نسبة الغيم) كانت صافية والحالة الجوية كانت صافية ولم تتم رؤية الهلال بالعين المجردة ولم تتم رؤية الهلال بالمنظار ولم تتم رؤية الهلال بالمرقب ولم تتم رؤية الهلال باستخدام الكاميرا وقال عضو المشروع الدكتور عبد الغني بن سعيدان ""لم تتم رؤية الهلال بأي وسيلة في مراصد زوارة وغريان وغنيمة.""",لم تتم رؤية الهلال بأي وسيلة في مراصد زوارة وغريان وغنيمة.
https://astronomycenter.net/icop/muh47.html,,,first_crescent,الأربعاء 25 يونيو 2025,مالي,باماكو / مالي,باماكو,بعد غروب الشمس,after_sunset,False,,,,,False,False,False,False,غائمة جزئيا,مغبرة أو ضباب,1 . وقت الرصد: بعد غروب الشمس . لم تتم رؤية الهلال : ذكر عضو المشروع السيد عمر شيخن حوص من مدينة باماكو / مالي في محافظة باماكو ان السماء (نسبة الغيم) كانت غائمة جزئيا والحالة الجوية كانت مغبرة أو ضباب ولم يتم تحري الهلال بالعين المجردة ولم يتم تحري الهلال بالمنظار ولم يتم تحري الهلال بالمرقب ولم يتم تحري الهلال باستخدام الكاميرا,
https://astronomycenter.net/icop/muh47.html,,,first_crescent,الأربعاء 25 يونيو 2025,مصر,ابوكبير,الشرقية,بعد غروب الشمس,after_sunset,False,False,,,,True,False,False,False,صافية,صافية,1 . وقت الرصد: بعد غروب الشمس . لم تتم رؤية الهلال : ذكر عضو المشروع السيد علي نمَّر من مدينة ابوكبير في محافظة الشرقية ان السماء (نسبة الغيم) كانت صافية والحالة الجوية كانت صافية ولم تتم رؤية الهلال بالعين المجردة ولم يتم تحري الهلال بالمنظار ولم يتم تحري الهلال بالمرقب ولم يتم تحري الهلال باستخدام الكاميرا,
https://astronomycenter.net/icop/muh47.html,,,first_crescent,الأربعاء 25 يونيو 2025,هولندا,Rotterdam,Zuid Holland,بعد غروب الشمس,after_sunset,False,False,,,,True,False,False,False,غائمة جزئيا,مغبرة أو ضباب,"1 . وقت الرصد: بعد غروب الشمس . لم تتم رؤية الهلال : ذكر عضو المشروع السيد صالح بن عبد السلام من مدينة Rotterdam في محافظة Zuid Holland ان السماء (نسبة الغيم) كانت غائمة جزئيا والحالة الجوية كانت مغبرة أو ضباب ولم تتم رؤية الهلال بالعين المجردة ولم يتم تحري الهلال بالمنظار ولم يتم تحري الهلال بالمرقب ولم يتم تحري الهلال باستخدام الكاميرا وقال عضو المشروع السيد صالح بن عبد السلام ""On behalf of the Islamic Observatory Netherlands, I attempted to observe the crescent moon this evening, but without success. This was to be expected, as the crescent was not bright enough to be seen. بالنيابة عن المرصد الإسلامي في هولندا، حاولتُ هذا المساء رصد الهلال، لكن دون جدوى. وكان ذلك متوقعًا، نظرًا لعدم وضوح الهلال بما فيه الكفاية لرؤيته.""","On behalf of the Islamic Observatory Netherlands, I attempted to observe the crescent moon this evening, but without success. This was to be expected, as the crescent was not bright enough to be seen. بالنيابة عن المرصد الإسلامي في هولندا، حاولتُ هذا المساء رصد الهلال، لكن دون جدوى. وكان ذلك متوقعًا، نظرًا لعدم وضوح الهلال بما فيه الكفاية لرؤيته."
https://astronomycenter.net/icop/muh47.html,,,first_crescent,الخميس 26 يونيو 2025,أستراليا,Perth,Western Australia,بعد غروب الشمس,after_sunset,True,False,True,,True,True,True,False,True,صافية,صافية,"1 . وقت الرصد: بعد غروب الشمس . تمت رؤية الهلال : ذكر عضو المشروع السيد Arief Muslim من مدينة Perth في محافظة Western Australia ان السماء (نسبة الغيم) كانت صافية والحالة الجوية كانت صافية ولم تتم رؤية الهلال بالعين المجردة وتمت رؤية الهلال بالمنظار ولم يتم تحري الهلال بالمرقب وتمت رؤية الهلال باستخدام الكاميرا وقال عضو المشروع السيد Arief Muslim ""AT SUNSET Moon Age: +22H 50M Moon Lag Time: +00H 44M Relative Altitude: +08°:17':07"" Elongation: +13°:33':03"" Illumination: 01.40 % Magnitude: -05.34 RESULT Moon is sighted by both 34x100mm and 10x50mm binoculars.""","AT SUNSET Moon Age: +22H 50M Moon Lag Time: +00H 44M Relative Altitude: +08°:17':07"" Elongation: +13°:33':03"" Illumination: 01.40 % Magnitude: -05.34 RESULT Moon is sighted by both 34x100mm and 10x50mm binoculars."
https://astronomycenter.net/icop/muh47.html,,,first_crescent,الخميس 26 يونيو 2025,الأردن,عمان,العاصمة,بعد غروب الشمس,after_sunset,True,True,,,True,True,False,False,True,صافية,صافية,1 . وقت الرصد: بعد غروب الشمس . تمت رؤية الهلال : ذكر عضو المشروع السيد محمود عبد الهادي من مدينة عمان في محافظة العاصمة ان السماء (نسبة الغيم) كانت صافية والحالة الجوية كانت صافية وتمت رؤية الهلال بالعين المجردة ولم يتم تحري الهلال بالمنظار ولم يتم تحري الهلال بالمرقب وتمت رؤية الهلال باستخدام الكاميرا,
https://astronomycenter.net/icop/muh47.html,,,first_crescent,الخميس 26 يونيو 2025,الأردن,الزرقاء,الزرقاء,بعد غروب الشمس,after_sunset,True,True,,,,True,False,False,False,صافية,صافية,"2 . وقت الرصد: بعد غروب الشمس . تمت رؤية الهلال : ذكر عضو المشروع السيد معاذ شقور من مدينة الزرقاء في محافظة الزرقاء ان السماء (نسبة الغيم) كانت صافية والحالة الجوية كانت صافية وتمت رؤية الهلال بالعين المجردة ولم يتم تحري الهلال بالمنظار ولم يتم تحري الهلال بالمرقب ولم يتم تحري الهلال باستخدام الكاميرا وقال عضو المشروع السيد معاذ شقور ""تحرينا هلال 🌙 محرم 1447 من مدينة الزرقاء منطقة بيرين وتمت رؤيته والحمد لله، علما بأن اليوم الخميس 26 يونيو 2025 وفق التقويم الأردني الحسابي هو 1 محرم 1447. معاذ شقّور """,تحرينا هلال 🌙 محرم 1447 من مدينة الزرقاء منطقة بيرين وتمت رؤيته والحمد لله، علما بأن اليوم الخميس 26 يونيو 2025 وفق التقويم الأردني الحسابي هو 1 محرم 1447. معاذ شقّور
https://astronomycenter.net/icop/muh47.html,,,first_crescent,الخميس 26 يونيو 2025,الأردن,الموقر,عمان,بعد غروب الشمس,after_sunset,True,True,True,,True,True,True,False,True,صافية,صافية جدا,"3 . وقت الرصد: بعد غروب الشمس . تمت رؤية الهلال : ذكر عضو المشروع السيد إمام حمدي من مدينة الموقر في محافظة عمان ان السماء (نسبة الغيم) كانت صافية والحالة الجوية كانت صافية جدا وتمت رؤية الهلال بالعين المجردة وتمت رؤية الهلال بالمنظار ولم يتم تحري الهلال بالمرقب وتمت رؤية الهلال باستخدام الكاميرا وقال عضو المشروع السيد إمام حمدي ""تمت رؤية الهلال بالعين المجردة وتم تصويره بالهاتف الخلوي """,تمت رؤية الهلال بالعين المجردة وتم تصويره بالهاتف الخلوي
https://astronomycenter.net/icop/muh47.html,,,first_crescent,الخميس 26 يونيو 2025,الإمارات,AKO,Abu Dhabi,قبل غروب الشمس,before_sunset,True,,,,True,False,False,False,True,صافية,صافية,1 . وقت الرصد: قبل غروب الشمس . تم تصوير الهلال : ذكر عضو المشروع المهندس محمد عودة من مدينة AKO في محافظة Abu Dhabi ان السماء (نسبة الغيم) كانت صافية والحالة الجوية كانت صافية ولم يتم تحري الهلال بالعين المجردة ولم يتم تحري الهلال بالمنظار ولم يتم تحري الهلال بالمرقب وتمت رؤية الهلال باستخدام الكاميرا,
https://astronomycenter.net/icop/muh47.html,,,first_crescent,الخميس 26 يونيو 2025,الإمارات,دبي,دبي,بعد غروب الشمس,after_sunset,True,False,True,True,True,True,True,True,True,صافية,مغبرة أو ضباب,"2 . وقت الرصد: بعد غروب الشمس . تمت رؤية الهلال : ذكر عضو المشروع الدكتور بلال الشمَّاع من مدينة دبي في محافظة دبي ان السماء (نسبة الغيم) كانت صافية والحالة الجوية كانت مغبرة أو ضباب ولم تتم رؤية الهلال بالعين المجردة وتمت رؤية الهلال بالمنظار وتمت رؤية الهلال بالمرقب وتمت رؤية الهلال باستخدام الكاميرا وقال عضو المشروع الدكتور بلال الشمَّاع ""لم أتمكن من رؤية الهلال بالعين المجردة بسبب كثافة الأفق الغربي؛ وقد تمكنت من رؤيته من خلال المنظار 8×42. تقديري لعامل الـ AOD حوالي 0.6-0.7 حسب موقع https://atmosphere.copernicus.eu/charts/packages/cams/products/aerosol-forecasts?base_time=202506260000&layer_name=composition_aod550&projection=classical_middle_east_and_india&valid_time=202506261500 الصور المرفقة من خلال المرقب بعد بعض المعالجة بالفوتوشوب لإظهار التباين. كل عام وأنتم بخير""",لم أتمكن من رؤية الهلال بالعين المجردة بسبب كثافة الأفق الغربي؛ وقد تمكنت من رؤيته من خلال المنظار 8×42. تقديري لعامل الـ AOD حوالي 0.6-0.7 حسب موقع https://atmosphere.copernicus.eu/charts/packages/cams/products/aerosol-forecasts?base_time=202506260000&layer_name=composition_aod550&projection=classical_middle_east_and_india&valid_time=202506261500 الصور المرفقة من خلال المرقب بعد بعض المعالجة بالفوتوشوب لإظهار التباين. كل عام وأنتم بخير
https://astronomycenter.net/icop/muh47.html,,,first_crescent,الخميس 26 يونيو 2025,ألبانيا,Tirane,Albania,بعد غروب الشمس,after_sunset,True,True,True,,,True,True,False,False,صافية,مغبرة جدا أو ضباب كثيف,"1 . وقت الرصد: بعد غروب الشمس . تمت رؤية الهلال : ذكر عضو المشروع السيد ليدجو هيكا من مدينة Tirane في محافظة Albania ان السماء (نسبة الغيم) كانت صافية والحالة الجوية كانت مغبرة جدا أو ضباب كثيف وتمت رؤية الهلال بالعين المجردة وتمت رؤية الهلال بالمنظار ولم يتم تحري الهلال بالمرقب ولم يتم تحري الهلال باستخدام الكاميرا وقال عضو المشروع السيد ليدجو هيكا ""Hilal was sigted easily just 10 minutes after sunset by naked eye. It was seen by all the groups around Albania. We also have reports that it was sighted in Montenegro and Kosovo also.""",Hilal was sigted easily just 10 minutes after sunset by naked eye. It was seen by all the groups around Albania. We also have reports that it was sighted in Montenegro and Kosovo also.
https://astronomycenter.net/icop/muh47.html,,,first_crescent,الخميس 26 يونيو 2025,البحرين,عيسى,الجنوبية,قبل غروب الشمس,before_sunset,True,,,,True,False,False,False,True,صافية,مغبرة أو ضباب,1 . وقت الرصد: قبل غروب الشمس . تم تصوير الهلال : ذكر عضو المشروع المهندس علي مجيد الحجري من مدينة عيسى في محافظة الجنوبية ان السماء (نسبة الغيم) كانت صافية والحالة الجوية كانت مغبرة أو ضباب ولم يتم تحري الهلال بالعين المجردة ولم يتم تحري الهلال بالمنظار ولم يتم تحري الهلال بالمرقب وتمت رؤية الهلال باستخدام الكاميرا,
https://astronomycenter.net/icop/muh47.html,,,first_crescent,الخميس 26 يونيو 2025,البوسنة و الهرسك,Sarajevo,Bosna anHercegovina,بعد غروب الشمس,after_sunset,True,True,,,,True,False,False,False,غائمة جزئيا,مغبرة أو ضباب,1 . وقت الرصد: بعد غروب الشمس . تمت رؤية الهلال : ذكر عضو المشروع السيد سامر البوسنوي من مدينة Sarajevo في محافظة Bosna anHercegovina ان السماء (نسبة الغيم) كانت غائمة جزئيا والحالة الجوية كانت مغبرة أو ضباب وتمت رؤية الهلال بالعين المجردة ولم يتم تحري الهلال بالمنظار ولم يتم تحري الهلال بالمرقب ولم يتم تحري الهلال باستخدام الكاميرا,
https://astronomycenter.net/icop/muh47.html,,,first_crescent,الخميس 26 يونيو 2025,الجزائر,برج عمر إدريس,إليزي,بعد غروب الشمس,after_sunset,True,True,,,True,True,False,False,True,صافية,صافية جدا,"1 . وقت الرصد: بعد غروب الشمس . تمت رؤية الهلال : ذكر عضو المشروع السيد عمارة بن محمد الجباري قرح من مدينة برج عمر إدريس في محافظة إليزي ان السماء (نسبة الغيم) كانت صافية والحالة الجوية كانت صافية جدا وتمت رؤية الهلال بالعين المجردة ولم يتم تحري الهلال بالمنظار ولم يتم تحري الهلال بالمرقب وتمت رؤية الهلال باستخدام الكاميرا وقال عضو المشروع السيد عمارة بن محمد الجباري قرح ""الحمد لله تم رصد هلال الليلة الأولى من شهر الله المحرم للسنة الهجرية الجديدة 1447 . اللهم اجعله عام خير وبركه ونصر وتمكين . كل عام وأنتم بألف خير""",الحمد لله تم رصد هلال الليلة الأولى من شهر الله المحرم للسنة الهجرية الجديدة 1447 . اللهم اجعله عام خير وبركه ونصر وتمكين . كل عام وأنتم بألف خير
https://astronomycenter.net/icop/muh47.html,,,first_crescent,الخميس 26 يونيو 2025,الجزائر,كوينين,الوادي,بعد غروب الشمس,after_sunset,True,True,True,,,True,True,False,False,صافية,صافية جدا,"2 . وقت الرصد: بعد غروب الشمس . تمت رؤية الهلال : ذكر عضو المشروع السيد عبد اللطيف فارح من مدينة كوينين في محافظة الوادي ان السماء (نسبة الغيم) كانت صافية والحالة الجوية كانت صافية جدا وتمت رؤية الهلال بالعين المجردة وتمت رؤية الهلال بالمنظار ولم يتم تحري الهلال بالمرقب ولم يتم تحري الهلال باستخدام الكاميرا وقال عضو المشروع السيد عبد اللطيف فارح ""تمت رؤية الهلال اليوم الخميس رؤية سهلة و متاحة """,تمت رؤية الهلال اليوم الخميس رؤية سهلة و متاحة
https://astronomycenter.net/icop/muh47.html,,,first_crescent,الخميس 26 يونيو 2025,الجزائر,أڤمار,وادي سوف,بعد غروب الشمس,after_sunset,True,True,True,,,True,True,False,False,غائمة جزئيا,صافية,3 . وقت الرصد: بعد غروب الشمس . تمت رؤية الهلال : ذكر عضو المشروع السيد مسعود كشيدة من مدينة أڤمار في محافظة وادي سوف ان السماء (نسبة الغيم) كانت غائمة جزئيا والحالة الجوية كانت صافية وتمت رؤية الهلال بالعين المجردة وتمت رؤية الهلال بالمنظار ولم يتم تحري الهلال بالمرقب ولم يتم تحري الهلال باستخدام الكاميرا,
https://astronomycenter.net/icop/muh47.html,,,first_crescent,الخميس 26 يونيو 2025,الكويت,Kuwait,Kuwait,بعد غروب الشمس,after_sunset,True,True,True,True,True,True,True,True,True,صافية,صافية,1 . وقت الرصد: بعد غروب الشمس . تمت رؤية الهلال : ذكر عضو المشروع المهندس ياسر مُلايوسف من مدينة Kuwait في محافظة Kuwait ان السماء (نسبة الغيم) كانت صافية والحالة الجوية كانت صافية وتمت رؤية الهلال بالعين المجردة وتمت رؤية الهلال بالمنظار وتمت رؤية الهلال بالمرقب وتمت رؤية الهلال باستخدام الكاميرا,
