page_url,hijri_year,hijri_month_name,section_type,gregorian_date,country,city,province,obs_time_text,obs_relative_to_sunset,seen_any,seen_naked_eye,seen_binocular,seen_telescope,seen_camera,attempted_naked_eye,attempted_binocular,attempted_telescope,attempted_camera,sky_cloud_text,weather_text,raw_text,comment_text,vis_class_empirical,has_country,has_city_or_province,has_date,has_obs_time_text,looks_like_real_observation
https://astronomycenter.net/icop/saf42.html,,,last_crescent,الأربعاء 16 سبتمبر 2020,الجزائر,كوينين,الوادي,قبل شروق الشمس,unknown,True,,,,,False,False,False,False,صافية,صافية جدا,"2 . وقت الرصد: قبل شروق الشمس . تمت رؤية الهلال : ذكر عضو المشروع السيد عبد اللطيف فارح من مدينة كوينين في محافظة الوادي ان السماء (نسبة الغيم) كانت صافية والحالة الجوية كانت صافية جدا ولم يتم تحري الهلال بالعين المجردة ولم يتم تحري الهلال بالمنظار ولم يتم تحري الهلال بالمرقب ولم يتم تحري الهلال باستخدام الكاميرا وقال عضو المشروع السيد عبد اللطيف فارح ""قام رئيس النادي الفلكي صبيحة هذا اليوم 16 سبتمبر الموافق ل 28 محرم بتحري هلال آخر شهر محرم، و كانت رؤية الهلال متاحة جدا حيث تمت رؤيته بعد أذان الفجر بفترة قصيرة.""",قام رئيس النادي الفلكي صبيحة هذا اليوم 16 سبتمبر الموافق ل 28 محرم بتحري هلال آخر شهر محرم، و كانت رؤية الهلال متاحة جدا حيث تمت رؤيته بعد أذان الفجر بفترة قصيرة.,,True,True,True,True,True
https://astronomycenter.net/icop/ram41.html,,,first_crescent,الجمعة 24 أبريل 2020,غانا,Accra,Greater Accra,بعد غروب الشمس,after_sunset,True,,,,,False,False,False,False,غائمة جزئيا,صافية,"1 . وقت الرصد: بعد غروب الشمس . تمت رؤية الهلال : ذكر عضو المشروع السيد عبد العزيز أنيانج من مدينة Accra في محافظة Greater Accra ان السماء (نسبة الغيم) كانت غائمة جزئيا والحالة الجوية كانت صافية ولم يتم تحري الهلال بالعين المجردة ولم يتم تحري الهلال بالمنظار ولم يتم تحري الهلال بالمرقب ولم يتم تحري الهلال باستخدام الكاميرا وقال عضو المشروع السيد عبد العزيز أنيانج ""Seen by many and reported on our group platform - MOON ISSUES ONLY.""",Seen by many and reported on our group platform - MOON ISSUES ONLY.,,True,True,True,True,True
https://astronomycenter.net/icop/shw41.html,,,first_crescent,السبت 23 مايو 2020,المغرب,تاوريرت,تاوريرت,بعد غروب الشمس,after_sunset,,,,,,False,False,False,False,غائمة جزئيا,صافية,"4 . وقت الرصد: بعد غروب الشمس . تمت الرؤية من قبل آخرين : ذكر عضو المشروع السيد وليد جعدار من مدينة تاوريرت في محافظة تاوريرت ان السماء (نسبة الغيم) كانت غائمة جزئيا والحالة الجوية كانت صافية ولم يتم تحري الهلال بالعين المجردة ولم يتم تحري الهلال بالمنظار ولم يتم تحري الهلال بالمرقب ولم يتم تحري الهلال باستخدام الكاميرا وقال عضو المشروع السيد وليد جعدار ""تم تحري هلال شهر شوال 1441 ولم ثتبت رؤية في منطقتي ولكن تمت رؤيته في مناطق اخرى من المملكة المغربية بصعوبة """,تم تحري هلال شهر شوال 1441 ولم ثتبت رؤية في منطقتي ولكن تمت رؤيته في مناطق اخرى من المملكة المغربية بصعوبة,,True,True,True,True,True
https://astronomycenter.net/icop/kea41.html,,,first_crescent,الإثنين 22 يونيو 2020,الجزائر,عجاجة,ورقلة,بعد غروب الشمس,after_sunset,True,,,,,False,False,False,False,صافية,صافية,"2 . وقت الرصد: بعد غروب الشمس . تمت رؤية الهلال : ذكر عضو المشروع السيد بوبكر سالم مناصري من مدينة عجاجة في محافظة ورقلة ان السماء (نسبة الغيم) كانت صافية والحالة الجوية كانت صافية ولم يتم تحري الهلال بالعين المجردة ولم يتم تحري الهلال بالمنظار ولم يتم تحري الهلال بالمرقب ولم يتم تحري الهلال باستخدام الكاميرا وقال عضو المشروع السيد بوبكر سالم مناصري ""المعطيات الفلكية ليوم 22/06/2020 الإقتران: يوم21/06/2020 على الساعة 7:45 صباحا غروب الشمس: 19:50 غروب القمر: 20:30 عمر الهلال: 36 ساعة 50 دقيقة إرتفاع الهلال: 8.0° قوس النور: 31.4° نسبة الإضاءة: 2.4℅""",المعطيات الفلكية ليوم 22/06/2020 الإقتران: يوم21/06/2020 على الساعة 7:45 صباحا غروب الشمس: 19:50 غروب القمر: 20:30 عمر الهلال: 36 ساعة 50 دقيقة إرتفاع الهلال: 8.0° قوس النور: 31.4° نسبة الإضاءة: 2.4℅,,True,True,True,True,True
https://astronomycenter.net/icop/hej41.html,,,first_crescent,الثلاثاء 21 يوليو 2020,المغرب,تاوريرت,تاوريرت,بعد غروب الشمس,after_sunset,,,,,,False,False,False,False,غائمة كليا,مغبرة أو ضباب,4 . وقت الرصد: بعد غروب الشمس . تمت الرؤية من قبل آخرين : ذكر عضو المشروع السيد وليد جعدار من مدينة تاوريرت في محافظة تاوريرت ان السماء (نسبة الغيم) كانت غائمة كليا والحالة الجوية كانت مغبرة أو ضباب ولم يتم تحري الهلال بالعين المجردة ولم يتم تحري الهلال بالمنظار ولم يتم تحري الهلال بالمرقب ولم يتم تحري الهلال باستخدام الكاميرا,,,True,True,True,True,True
https://astronomycenter.net/icop/muh40.html,,,first_crescent,الإثنين 10 سبتمبر 2018,المغرب,بنسليمان,بنسليمان,بعد غروب الشمس,after_sunset,,,,,,False,False,False,False,صافية,صافية,"2 . وقت الرصد: بعد غروب الشمس . تمت الرؤية من قبل آخرين : ذكر عضو المشروع الدكتور الحسن طالبي من مدينة بنسليمان في محافظة بنسليمان ان السماء (نسبة الغيم) كانت صافية والحالة الجوية كانت صافية ولم يتم تحري الهلال بالعين المجردة ولم يتم تحري الهلال بالمنظار ولم يتم تحري الهلال بالمرقب ولم يتم تحري الهلال باستخدام الكاميرا وقال عضو المشروع الدكتور الحسن طالبي ""رصدت الهلال بصعوبة كبيرة لوجوده في نهاية المنطقة الحمراء من الأفق. وقد رصد في مناطق أخرى من المغرب مثل طنجة في الشمال والعيون في الجنوب ( عيون الساقية الحمراء بالصحراء المغربية المسترجعة) كما أعلنت وزارة الأوقاف عن ثبوت رؤيته ثبوتا شرعيا. وبهذه المناسبة أرجو الله أن تكون سنة 1440 سنة خير وبركة ويمن على الأمة الإسلامية.""",رصدت الهلال بصعوبة كبيرة لوجوده في نهاية المنطقة الحمراء من الأفق. وقد رصد في مناطق أخرى من المغرب مثل طنجة في الشمال والعيون في الجنوب ( عيون الساقية الحمراء بالصحراء المغربية المسترجعة) كما أعلنت وزارة الأوقاف عن ثبوت رؤيته ثبوتا شرعيا. وبهذه المناسبة أرجو الله أن تكون سنة 1440 سنة خير وبركة ويمن على الأمة الإسلامية.,,True,True,True,True,True
https://astronomycenter.net/icop/ram40.html,,,first_crescent,الإثنين 06 مايو 2019,البحرين,عيسى,الجنوبية,قبل غروب الشمس,before_sunset,True,,,,,False,False,False,False,غائمة جزئيا,مغبرة أو ضباب,"1 . وقت الرصد: قبل غروب الشمس . تمت رؤية الهلال : ذكر عضو المشروع المهندس علي مجيد الحجري من مدينة عيسى في محافظة الجنوبية ان السماء (نسبة الغيم) كانت غائمة جزئيا والحالة الجوية كانت مغبرة أو ضباب ولم يتم تحري الهلال بالعين المجردة ولم يتم تحري الهلال بالمنظار ولم يتم تحري الهلال بالمرقب ولم يتم تحري الهلال باستخدام الكاميرا وقال عضو المشروع المهندس علي مجيد الحجري ""تم رصد قمر شهر رمضان المبارك بصعوبة ظهر هذا اليوم الاثنين 6 مايو 2019 في تمام الساعة (02:36) ظهراً، وكانت السحب المتوسطة والغبار منتشرة في أفق بلدي""",تم رصد قمر شهر رمضان المبارك بصعوبة ظهر هذا اليوم الاثنين 6 مايو 2019 في تمام الساعة (02:36) ظهراً، وكانت السحب المتوسطة والغبار منتشرة في أفق بلدي,,True,True,True,True,True
https://astronomycenter.net/icop/shw40.html,,,first_crescent,الثلاثاء 04 يونيو 2019,أندونيسيا,Surakarta,Central Java,بعد غروب الشمس,after_sunset,,,,,,False,False,False,False,غائمة كليا,مغبرة جدا أو ضباب كثيف,"1 . وقت الرصد: بعد غروب الشمس . تمت الرؤية من قبل آخرين : ذكر عضو المشروع السيد سوجنج رياضي من مدينة Surakarta في محافظة Central Java ان السماء (نسبة الغيم) كانت غائمة كليا والحالة الجوية كانت مغبرة جدا أو ضباب كثيف ولم يتم تحري الهلال بالعين المجردة ولم يتم تحري الهلال بالمنظار ولم يتم تحري الهلال بالمرقب ولم يتم تحري الهلال باستخدام الكاميرا وقال عضو المشروع السيد سوجنج رياضي ""The new crescent of Shawwal 1440 AH was not sighted on Tuesday, June 04, 2019 from Ngelosari Jombor Tuntang Semarang, the sky was very hazy and cloudy. The new moon was seen by BMKG from Yogyakarta and other locations in Indonesia. Happy Eid al-Fithri : Taqabbal Allaah Minnaa wa Minkum Aamiin...""","The new crescent of Shawwal 1440 AH was not sighted on Tuesday, June 04, 2019 from Ngelosari Jombor Tuntang Semarang, the sky was very hazy and cloudy. The new moon was seen by BMKG from Yogyakarta and other locations in Indonesia. Happy Eid al-Fithri : Taqabbal Allaah Minnaa wa Minkum Aamiin...",,True,True,True,True,True
https://astronomycenter.net/icop/kea40.html,,,first_crescent,الأربعاء 03 يوليو 2019,المغرب,تاوريرت,تاوريرت,بعد غروب الشمس,after_sunset,True,,,,,False,False,False,False,غائمة جزئيا,مغبرة أو ضباب,"1 . وقت الرصد: بعد غروب الشمس . تمت الرؤية من قبل آخرين : ذكر عضو المشروع السيد وليد جعدار من مدينة تاوريرت في محافظة تاوريرت ان السماء (نسبة الغيم) كانت غائمة جزئيا والحالة الجوية كانت مغبرة أو ضباب ولم يتم تحري الهلال بالعين المجردة ولم يتم تحري الهلال بالمنظار ولم يتم تحري الهلال بالمرقب ولم يتم تحري الهلال باستخدام الكاميرا وقال عضو المشروع السيد وليد جعدار ""لم تتم رؤية الهلال في الجهة الشرقية من المغرب بينما تمت رؤية الهلال بتلسكوب بمحافظة افران وتمت ايضا رؤية الهلال بالعين المجردة بمحافطة العيون جنوب المملكة .""",لم تتم رؤية الهلال في الجهة الشرقية من المغرب بينما تمت رؤية الهلال بتلسكوب بمحافظة افران وتمت ايضا رؤية الهلال بالعين المجردة بمحافطة العيون جنوب المملكة .,,True,True,True,True,True
https://astronomycenter.net/icop/hej40.html,,,first_crescent,الجمعة 02 أغسطس 2019,الإمارات,Jabal Hafeet,Abu Dhabi,قبل غروب الشمس,before_sunset,True,,,,False,False,False,False,True,صافية,صافية جدا,1 . وقت الرصد: قبل غروب الشمس . تمت رؤية الهلال : ذكر عضو المشروع المهندس محمد عودة من مدينة Jabal Hafeet في محافظة Abu Dhabi ان السماء (نسبة الغيم) كانت صافية والحالة الجوية كانت صافية جدا ولم يتم تحري الهلال بالعين المجردة ولم يتم تحري الهلال بالمنظار ولم يتم تحري الهلال بالمرقب ولم تتم رؤية الهلال باستخدام الكاميرا,,,True,True,True,True,True
https://astronomycenter.net/icop/ram39.html,,,first_crescent,الأربعاء 16 مايو 2018,نيجيريا,Bauchi,Bauchi State,بعد غروب الشمس,after_sunset,,,,,,False,False,False,False,غائمة كليا,صافية,"1 . وقت الرصد: بعد غروب الشمس . تمت الرؤية من قبل آخرين : ذكر عضو المشروع السيد عثمان دوكو من مدينة Bauchi في محافظة Bauchi State ان السماء (نسبة الغيم) كانت غائمة كليا والحالة الجوية كانت صافية ولم يتم تحري الهلال بالعين المجردة ولم يتم تحري الهلال بالمنظار ولم يتم تحري الهلال بالمرقب ولم يتم تحري الهلال باستخدام الكاميرا وقال عضو المشروع السيد عثمان دوكو ""It was cloudy in Bauchi; thus we were forced to cancel our plan to observe the crescent. However, we received credible reports from our collaborators in five other states: Gombe, Adamawa, Kaduna, Zamfara and Rivers.""","It was cloudy in Bauchi; thus we were forced to cancel our plan to observe the crescent. However, we received credible reports from our collaborators in five other states: Gombe, Adamawa, Kaduna, Zamfara and Rivers.",,True,True,True,True,True
https://astronomycenter.net/icop/saf36.html,,,first_crescent,الأحد 23 نوفمبر 2014,الولايات المتحدة,Blacksburg,VA,بعد غروب الشمس,after_sunset,,,,,,False,False,False,False,غائمة كليا,مغبرة جدا أو ضباب كثيف,"1 . وقت الرصد: بعد غروب الشمس . تمت الرؤية من قبل آخرين : ذكر عضو المشروع الدكتور جواد تورابنيجاد من مدينة Blacksburg في محافظة VA ان السماء (نسبة الغيم) كانت غائمة كليا والحالة الجوية كانت مغبرة جدا أو ضباب كثيف ولم يتم تحري الهلال بالعين المجردة ولم يتم تحري الهلال بالمنظار ولم يتم تحري الهلال بالمرقب ولم يتم تحري الهلال باستخدام الكاميرا وقال عضو المشروع الدكتور جواد تورابنيجاد ""Due to a cloudy and rainy condition, it was impossible to sight the crescent in Blacksburg. Mr. Jim Lockyer of Wildomar, CA informed me that: ""I was able to observe the crescent moon this evening after all. Following a beautiful sunset the clouds thinned out to display the moon. The moon was clearly visible without the aid of binoculars"". The pictures are related to Mr. Lockyer's sighting.""","Due to a cloudy and rainy condition, it was impossible to sight the crescent in Blacksburg. Mr. Jim Lockyer of Wildomar, CA informed me that: ""I was able to observe the crescent moon this evening after all. Following a beautiful sunset the clouds thinned out to display the moon. The moon was clearly visible without the aid of binoculars"". The pictures are related to Mr. Lockyer's sighting.",,True,True,True,True,True
https://astronomycenter.net/icop/raa36.html,,,first_crescent,الإثنين 22 ديسمبر 2014,الولايات المتحدة,Blacksburg,VA,بعد غروب الشمس,after_sunset,,,,,,False,False,False,False,غائمة كليا,مغبرة جدا أو ضباب كثيف,"1 . وقت الرصد: بعد غروب الشمس . تمت الرؤية من قبل آخرين : ذكر عضو المشروع الدكتور جواد تورابنيجاد من مدينة Blacksburg في محافظة VA ان السماء (نسبة الغيم) كانت غائمة كليا والحالة الجوية كانت مغبرة جدا أو ضباب كثيف ولم يتم تحري الهلال بالعين المجردة ولم يتم تحري الهلال بالمنظار ولم يتم تحري الهلال بالمرقب ولم يتم تحري الهلال باستخدام الكاميرا وقال عضو المشروع الدكتور جواد تورابنيجاد ""This evening, due to the presence of an overcast condition, it was impossible to sight the crescent in Blacksburg, VA. Mr. Jim Lockyer of Wildomar, CA informed me that: ""I had clear views of the new Crescent Moon this evening with the bonus of Venus in conjunction. The weather was clear and 64 degrees. I first located the moon by binoculars at 5:06 PST, located approximately 12 degrees above the Santa Ana Mountains. The first naked-eye sighting was at 5:10 PST. Fortunately we had very clear skies this evening after almost a week of cloudy skies with great sunsets. A Santa Ana winds condition is clearing out the clouds for the next few days."" ""","This evening, due to the presence of an overcast condition, it was impossible to sight the crescent in Blacksburg, VA. Mr. Jim Lockyer of Wildomar, CA informed me that: ""I had clear views of the new Crescent Moon this evening with the bonus of Venus in conjunction. The weather was clear and 64 degrees. I first located the moon by binoculars at 5:06 PST, located approximately 12 degrees above the Santa Ana Mountains. The first naked-eye sighting was at 5:10 PST. Fortunately we had very clear skies this evening after almost a week of cloudy skies with great sunsets. A Santa Ana winds condition is clearing out the clouds for the next few days.""",,True,True,True,True,True
